storeName,storeAddress,avgRating,nrReviews,priceCategory,CousineType,all_ranks,all_ratings
Café La Vento,"Arne Jacobsens Alle 12 Butik 408/ Plan 2, Copenhagen 2300 Denmark",3.0,5,,['International'],[],[]
Lounge V120,"Vesterbrogade 120, Copenhagen Denmark",4.0,1,,"['Lebanese', 'Mediterranean']",[],[]
Spicy Lounge,"Oesterbrogade 129, Copenhagen 2100 Denmark",3.0,5,,[],[],[]
Café Stærkodder,"Overgaden Neden Vandet 43, Copenhagen 1414 Denmark",3.0,5,,['Pub'],[],[]
Beduin Bar,"Skindergade 20, Copenhagen 1159 Denmark",3.5,4,,[],[],[]
Brasseriet,"Vesterbrogade 23, Copenhagen 1620 Denmark",3.5,3,,['French'],[],[]
Coffee Industry,"Kongens Nytorv 13 Magasin du Nord, Copenhagen 1095 Denmark",3.0,9,$$ - $$$,[],[],[]
Nena's,"Skindergade 22, Copenhagen Denmark",4.0,1,$$ - $$$,['Spanish'],[],[]
Sweet Giulia,"Gammel Kongevej 147, Frederiksberg, Copenhagen 1850 Denmark",3.5,3,,['Italian'],[],[]
Min Sandwich,"Peter Bangs Vej 76, Frederiksberg, Copenhagen 2000 Denmark",3.5,2,,[],[],[]
Sumo Sushi,"Amagerbrogade 160, Copenhagen 2300 Denmark",3.5,5,,"['Japanese', 'Sushi']",[],[]
Lou Lou,"Hovedvagtsgade 8, Copenhagen 1103 Denmark",3.0,24,$$$$,['Italian'],[],"[('Food', 3.0), ('Service', 3.5), ('Value', 2.5)]"
Baobab,"Refshalevej 167A Reffen Copenhagen Street Food, Copenhagen 1432 Denmark",5.0,3,$,['African'],[],[]
Cafe Phenix,"Allegade 8, Frederiksberg, Copenhagen 2000 Denmark",3.0,106,$$ - $$$,"['Cafe', 'European', 'Vegetarian Friendly']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.5)]"
Sydhavnens Pizzaria,"Enghavevej 184, Copenhagen Denmark",3.5,8,$$ - $$$,"['Pizza', 'Fast Food']",[],[]
Foodish,"Hojbro Plads 17, Copenhagen Denmark",3.5,2,,['Deli'],[],[]
Pizza Dronning Regina,"Aalekistevej 42/44, Copenhagen 2720 Denmark",3.5,4,$$ - $$$,[],[],[]
McDonald's,"Falkoner Alle 20, Frederiksberg, Copenhagen 2000 Denmark",3.0,14,$,"['American', 'Fast Food']",[],[]
Gorm bakery,"Store Kongensgade 71, Copenhagen 1264 Denmark",3.0,10,,[],[],"[('Service', 4.0), ('Value', 4.5)]"
Middelgrundsfortet,"Oestergade 4, Copenhagen 1100 Denmark",3.5,3,,"['European', 'Danish']",[],[]
King Chicken,"Oehlenschlagergade 50, Copenhagen Denmark",3.5,4,,"['French', 'Fast Food', 'Barbecue']",[],[]
Vietnam,"Nordre Frihavnsgade 101, Copenhagen 2100 Denmark",3.5,20,$$ - $$$,[],[],"[('Food', 3.5), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
Kaelderen 13,"Kompagnistraede 13, Copenhagen 1208 Denmark",3.0,4,$$$$,"['Italian', 'French', 'European']",[],[]
Jabob's Bageri,"Holmbladsgade 9, Copenhagen Denmark",3.0,3,,[],[],[]
Elefanten,"Pasteursvej 20 1799 Copenhagen V, Copenhagen Denmark",3.0,7,,[],[],"[('Food', 3.5), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.0)]"
Mecca,"Norrebrogade 183, Copenhagen 2200 N Denmark",3.0,4,,[],[],[]
Shiimi - A New Taste of Thailand,"Amagerbrogade 16, Copenhagen 2300 Denmark",3.0,2,,['Thai'],[],[]
Fasangården,"Sondre Fasanvej 73, Frederiksberg, Copenhagen 2000 Denmark",3.0,3,,"['European', 'Danish']",[],[]
Café Danasia,"Roskildevej 148A, Copenhagen 2500 Denmark",4.5,3,$$ - $$$,"['European', 'Asian', 'Danish']",[],[]
Joe & The Juice,"Gl. Kongevej 98, Frederiksberg, Copenhagen 1850 Denmark",3.0,1,,['Healthy'],"['#4 of 6 Healthy in Frederiksberg', '#166 of 194 Restaurants in Frederiksberg']",[]
Original Coffee,"Gammel Kongevej 173, Frederiksberg, Copenhagen 1850 Denmark",3.0,1,$,['Cafe'],[],[]
Mr. Rice,"Godthaabsvej 48, Frederiksberg, Copenhagen 2000 Denmark",3.0,1,,['Thai'],[],[]
Nordic Noodles,"Tapperitorvet 32, Copenhagen 1799 Denmark",3.0,1,,[],[],[]
Kuzhi,"Vesterbrogade 97B Westmarket, Copenhagen 1620 Denmark",3.0,1,$$$$,"['Japanese', 'Filipino', 'Bar']",[],[]
Strædets Kaffebar,"Raadhusstraede 4, Copenhagen 1466 Denmark",3.0,1,,[],[],[]
Cafe Temptation,"Nygaardsvej 5, Copenhagen 2100 Denmark",3.0,1,,[],[],[]
Hiko Pizza,"Reykjaviksgade 1, Copenhagen 2300 Denmark",3.0,2,$$ - $$$,['Pizza'],[],[]
Lena's Killer Kitchen,"Strandlodsvej 12, Copenhagen Denmark",3.0,1,,"['Brew Pub', 'European', 'Deli', 'Contemporary']",[],[]
Cafe Globetrotter,"Copenhagen Airport, Copenhagen Denmark",3.0,1,,"['European', 'Danish']",[],[]
Cafe Nabo,"Arne Jacobsens Alle 17, Copenhagen 2300 S Denmark",3.0,1,,['Cafe'],[],[]
hotel Amerika,"Amerikavej 48, Copenhagen 9500 Denmark",3.0,1,$$ - $$$,[],[],[]
Restaurant Fodkold,"Raadhuspladsen, Copenhagen Denmark",3.0,1,,[],[],[]
"Social Foodies, Tivoli","Bernstorffsgade 5, Copenhagen 1577 Denmark",3.0,1,$$ - $$$,"['African', 'European', 'Contemporary']",[],[]
The Mexican Donkey,"Gothersgade 8 Located In The Bolton’s Food Court, Copenhagen 1123 Denmark",3.0,1,,['Mexican'],[],[]
The Caribbean Housewife,"Skydebanegade 3, Copenhagen 1709 Denmark",3.0,1,,[],[],[]
Naervaer,"Vaernedamsvej 2, Copenhagen 1619 Denmark",3.0,2,,[],[],[]
ArkArd,"Viktoriagade, Copenhagen Denmark",3.0,1,,['Thai'],[],[]
Batin,"Baldersgade 48, Copenhagen 2200 Denmark",3.0,2,$$ - $$$,"['European', 'Middle Eastern', 'Scandinavian']",[],[]
Cafe Bambu,"Griffenfeldsgade 24B, Copenhagen 2200 Denmark",3.0,3,$$ - $$$,"['Latin', 'Cafe', 'International']",[],[]
Hoshi sushi,"H.C. Oersteds Vej 50a, Frederiksberg, Copenhagen 1879 Denmark",3.0,2,$$$$,"['Chinese', 'Sushi']",[],[]
YoSushi,"2770 Kastrup, Copenhagen Denmark",3.0,31,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.0)]"
La focaccia,"Sluseholmen 44, Copenhagen 2450 Denmark",3.0,10,$$ - $$$,['Italian'],[],[]
Letz Sushi Osterbro,"Nordre Frihavnsgade 15, Copenhagen 2100 Denmark",3.5,19,$$ - $$$,"['Japanese', 'Seafood', 'Sushi']",[],"[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.5)]"
Joe & The Juice,"Vesterbrogade 57, 1620 Kobenhavn V, Copenhagen Denmark",3.0,2,$$ - $$$,"['Bar', 'Cafe', 'European']",[],[]
Thali,"Folehaven 70, Copenhagen Denmark",3.0,2,,[],[],[]
Cafe Restaurant Bar Hollywood,"Mikkel Bryggers Gade 2/4, Copenhagen 1460 Denmark",3.0,4,,['International'],[],[]
Lucifer,"Store Kongensgade 59, Copenhagen 1264 Denmark",3.0,12,$$ - $$$,"['European', 'Fusion', 'Danish']","['#791 of 840 European in Copenhagen', '#1,787 of 1,971 Restaurants in Copenhagen']",[]
Manons Restaurant,"Gyldenlovesgade 19, 6, Copenhagen 1600 Denmark",3.0,5,$$ - $$$,"['French', 'European', 'Fusion']",[],[]
Restaurant Eldorado,"Wildersgade 10 A Christianshavn, Copenhagen 1408 Denmark",3.0,19,$$ - $$$,"['European', 'Danish']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 2.5)]"
Halmtorvet 9,"Halmtorvet 9A, Copenhagen 1700 Denmark",3.5,20,,"['Bar', 'Pub']",[],[]
Kongedybet Brunch and Dinner,"Islevhusvej 93 Brønshøj, Copenhagen 2700 Denmark",3.0,30,,"['European', 'Middle Eastern', 'Danish']",[],"[('Service', 2.0)]"
cafe Emil,"Annexstraede 3, Copenhagen 2500 Denmark",3.0,37,$$ - $$$,['Cafe'],[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 3.0)]"
Café B,"Prinsessegade Christianshavn, Copenhagen Denmark",3.0,24,$$ - $$$,"['Italian', 'Cafe', 'European']","['#218 of 238 Italian in Copenhagen', '#1,793 of 1,971 Restaurants in Copenhagen']",[]
Sushiya,"Thorshavnsgade 16, Copenhagen 2300 Denmark",3.0,7,$$ - $$$,"['Japanese', 'Sushi']",[],[]
Sicilia Pizzeria,"Haraldsgade 79, Copenhagen Denmark",3.0,5,,"['Pizza', 'Barbecue']",[],[]
Vintage Coffee,"Slojfen 2, Frederiksberg, Copenhagen 2000 Denmark",3.0,3,$,"['French', 'Cafe', 'European']",[],[]
Hansens Is Kaffe,"Nyhavn 42B, Copenhagen Denmark",3.0,2,,[],[],[]
Kebaben,"Koebmagergade 61, Copenhagen 1150 Denmark",3.0,3,,[],[],[]
Thaiaway,"Sankt Kjelds Plads 5, Copenhagen 2100 Denmark",3.0,4,,['Thai'],[],[]
Pizza House,"Kalvebod Brygge 59 Fisketorvet, Copenhagen 1561 Denmark",3.0,14,,['Pizza'],[],[]
Indian Tandoor Restaurant,"Vesterbrogade 114, Copenhagen 1620 Denmark",3.0,2,,[],[],[]
DFDS Restaurant Little Italy,"Dampfaergevej 30 Dfds, Copenhagen 2100 Denmark",3.0,43,$$ - $$$,"['Italian', 'Pizza']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 2.5)]"
M.G. Petersens Familiehave,"Pile Alle 16 Bus stop De Små Haver / Pile Allé 16, Frederiksberg, Copenhagen 2000 Denmark",3.0,145,$$ - $$$,['Danish'],[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.5)]"
Jin Cheng,"Vester Farimagsgade 1, Copenhagen 1606 Denmark",3.0,13,$,"['Chinese', 'Asian']",[],"[('Food', 3.0), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 3.0)]"
Nubilo Pizza,"Islands Brygge 27, Copenhagen 2300 Denmark",3.0,2,,[],[],[]
Restaurant Laura,"Telt 52, 2, Dyrehavsbakken, 2930 Klampenborg, Denmark, Copenhagen Denmark",3.0,37,$$ - $$$,[],[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0)]"
Aroii Thai Takeaway,"Thorvaldsensvej 2, Frederiksberg, Copenhagen 1871 Denmark",3.0,12,$,['Thai'],[],[]
Letz Sushi Islands Brygge,"Snorresgade 1, Copenhagen 2300 Denmark",3.0,2,$$ - $$$,"['Japanese', 'Seafood', 'Sushi']",[],[]
Cafe Bopa,"Loegstoergade 8, Copenhagen 2100 Denmark",3.0,136,$$ - $$$,"['Cafe', 'European']",[],"[('Food', 3.5), ('Service', 3.0), ('Value', 3.5), ('Atmosphere', 4.0)]"
Restaurant Royal Palace,"Noerregade 28, Copenhagen 1165 Denmark",3.0,45,$$ - $$$,"['Chinese', 'Japanese', 'Sushi']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.5), ('Atmosphere', 2.5)]"
Barock,"Nyhavn 1, Copenhagen 1051 Denmark",3.0,751,$$ - $$$,"['Bar', 'European', 'Pub']",[],"[('Food', 3.5), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.5)]"
Mocca Kaffebar,"Nordre Frihavnsgade 81, Copenhagen 2100 Denmark",3.0,7,,['Cafe'],[],[]
Restaurant Barcelona,"Faelledvej 21, Copenhagen Denmark",3.0,16,,[],[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 3.0)]"
Cafe Phenix,"Oeresundsvej 148C Amager, Copenhagen 2300 Denmark",3.0,31,$$ - $$$,"['American', 'European', 'Diner']",[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Go Away,"7 Amagerbrogade, Copenhagen Denmark",3.0,8,,[],[],[]
Dragon Grill Express,"Amagerbrogade 186, Copenhagen 2300 Denmark",3.0,12,,"['Asian', 'Grill']",[],[]
Yolkie Egg Joint,"Jagtvej 76, St Th, Copenhagen 2200 Denmark",3.5,16,$$ - $$$,"['American', 'Fast Food', 'Barbecue']",[],[]
Vapiano Tivoli,"Vesterbrogade 3 Tivoli Food Hall, Copenhagen 1630 Denmark",3.0,277,$$ - $$$,"['Italian', 'Pizza', 'European']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0)]"
Chuck & Cherry,"Noerrebrogade 29, Copenhagen 2200 Denmark",2.0,1,,[],[],[]
Original Coffee Nordhavn,"Goeteborg Plads 6, Copenhagen 2150 Denmark",2.5,7,$,"['European', 'Scandinavian']",[],[]
Asian Palace,"Carl Jacobsens Vej 17K, Copenhagen 2500 Denmark",3.0,22,$,['Chinese'],[],"[('Food', 3.0), ('Service', 2.5), ('Value', 3.0)]"
Giin Khao,"Amagerbrogade 20, Copenhagen 2300 Denmark",3.0,11,$$ - $$$,[],[],[]
Musik-conditoriet,"Vesterbrogade 148e, Copenhagen Denmark",3.0,10,$,"['Cafe', 'European', 'Danish']",[],[]
Just Thai,"Kalvebod Brygge 56, Copenhagen Denmark",3.0,94,$,"['Asian', 'Thai']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 2.0)]"
McDonalds,"Frederiksberggade 25, Copenhagen 1459 Denmark",3.0,58,$,"['American', 'Fast Food']",[],"[('Food', 3.5), ('Service', 3.0), ('Value', 4.0)]"
Palermo Pizza,"Borgbjergsvej 11, Copenhagen 2450 Denmark",2.5,2,$$ - $$$,['Pizza'],[],[]
7/11,"Banegaardspladsen 1 Hovedbanegarden, Copenhagen 1570 Denmark",2.5,3,,[],[],[]
Grab ’n' Go Burgers,"Refshalevej 167 Reffen Copenhagen Street Food, Copenhagen 1432 Denmark",3.0,14,$$ - $$$,['American'],[],[]
Indian Flavours,"Jyllingevej 42, Copenhagen 2720 Denmark",3.0,32,$$ - $$$,['Indian'],[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 3.5)]"
La Pausa,"Ewaldsgade 7 Entrance from the Lakes, Copenhagen 2200 Denmark",3.0,4,$$ - $$$,"['Italian', 'French', 'American']",[],[]
Dorfs Gastrobar,"Valkendorfsgade 22, Copenhagen 1151 Denmark",3.0,17,$$ - $$$,['Spanish'],[],"[('Service', 3.5)]"
Vivaldi Pizzabar,"Frederiksborgvej 181, Copenhagen 2400 Denmark",2.5,2,$$ - $$$,['Pizza'],[],[]
Indiana Mexican Restaurant,"Fisketorvet, Daek 0 Nr. 1B, Copenhagen Denmark",3.0,53,$$ - $$$,"['Mexican', 'Vegetarian Friendly']",[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 2.5)]"
Cafe Sundet,"Svaneknoppen 2, Copenhagen 2100 Denmark",3.0,51,$$ - $$$,[],[],"[('Food', 3.0), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 3.5)]"
Senorita Mexicansk Restaurant,"Istedgade 49, St, Th, Copenhagen 1650 Denmark",3.0,111,$$ - $$$,"['Mexican', 'Latin']",[],"[('Food', 3.0), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 3.5)]"
Vestauranten,Copenhagen Denmark,2.5,19,$$ - $$$,[],[],"[('Food', 2.5), ('Service', 3.0), ('Value', 2.0), ('Atmosphere', 3.0)]"
Woodhouse Lounge,"Vestergade 3 Tivoli, Copenhagen 1630 Denmark",3.0,8,$$ - $$$,['Cafe'],[],"[('Food', 3.0), ('Service', 2.0), ('Value', 2.5)]"
Carisma ApS,"Amager Strandvej, Copenhagen Denmark",1.0,1,,['Fast Food'],[],[]
Pirateriet,"Vesterbrogade 3 i Tivolisøen, Copenhagen 1630 Denmark",3.0,65,$$ - $$$,['European'],[],"[('Food', 2.5), ('Service', 3.0), ('Value', 2.5), ('Atmosphere', 3.0)]"
Blox Eats,"Bryghuspladsen 14, Copenhagen 1473 Denmark",3.0,19,$$ - $$$,"['Cafe', 'European', 'Danish']",[],"[('Food', 3.0), ('Service', 2.5), ('Value', 2.5)]"
Café Vivaldi - Nørreport,"Frederiksborggade 14, Copenhagen 1360 Denmark",2.5,2,$$ - $$$,['Cafe'],[],[]
Letz Sushi fisketorvet,"Kalvebod Brygge 59, Copenhagen 1561 Denmark",3.0,17,$$ - $$$,"['Japanese', 'Seafood', 'Sushi']",[],"[('Food', 3.5), ('Service', 3.0), ('Value', 3.0)]"
Frankies Pizza Israels Plads,"Linnesgade 14, Copenhagen 1361 Denmark",2.5,2,$$ - $$$,"['Italian', 'Pizza']",[],[]
Shawarma Kebap Palace,"Frederiksberggade 30, Copenhagen 1459 Denmark",2.5,2,,['Turkish'],[],[]
Kashmir,"Nordre Fasanvej 162, Frederiksberg, Copenhagen 2000 Denmark",2.5,3,,"['Indian', 'Middle Eastern', 'Pakistani']",[],[]
Stefanos Pizzabar,"Ouroegade 38, Copenhagen 2100 Denmark",2.5,3,,"['Pizza', 'Cafe', 'Diner']",[],[]
Fars Dreng,"Islands Brygge 79a, Copenhagen 2300 Denmark",2.0,3,$$ - $$$,['European'],[],[]
Restaurant New Ankara,"Vimmelskaftet 47, Copenhagen Denmark",2.5,6,$,['Turkish'],[],[]
Stefanos Groenne Hjoerne,"Husumgade 50, Copenhagen 2200 Denmark",3.0,12,,"['European', 'Deli', 'Danish']",[],[]
Almanac,"Havnegade 44, Copenhagen Denmark",2.5,4,$$ - $$$,"['European', 'Danish']",[],[]
Gusto Italiano,"Jagtvej 31, Copenhagen 2200 Denmark",3.0,6,,['Italian'],[],[]
Crispy Pig,"Refshalevej 167 A, Copenhagen 1432 Denmark",5.0,2,$$ - $$$,"['European', 'Danish']","['#1,848 of 1,971 Restaurants in Copenhagen']",[]
Maggies,"Vesterbrogade 1, Copenhagen 1620 Denmark",3.0,21,$$ - $$$,['American'],[],"[('Food', 3.0), ('Service', 3.5), ('Value', 3.0)]"
Clausens Sandwich & Juice,"Kld Aarhusgade 62, Copenhagen 2100 Denmark",2.0,1,,['Cafe'],[],[]
Benvenuti Pizzeria Emdrup,"Emdrupvej 8, Copenhagen 2100 Denmark",3.0,6,$$ - $$$,"['Italian', 'Mexican', 'American']",[],[]
Fisch-Art,Copenhagen 1436 Denmark,2.5,11,$$ - $$$,['Seafood'],[],[]
Cafe Gæst,"Rantzausgade 58B, Copenhagen 2200 Denmark",3.0,5,,[],[],[]
The Old Irish Pub,"Smallegade 2, Frederiksberg, Copenhagen 2000 Denmark",3.0,13,,"['Irish', 'Bar', 'Pub']",[],[]
ShaBaz Kaffebar & Kokken,"Buelowsvej 40, Frederiksberg, Copenhagen 1870 Denmark",2.0,1,$,"['American', 'European', 'Scandinavian']",[],[]
Restaurant Nova,"Skindergade 34, Copenhagen 1159 Denmark",3.0,519,$$ - $$$,"['Italian', 'International', 'European']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.5)]"
Zula Restaurant,"Jagtvej 43, Copenhagen 2200 Denmark",2.0,1,,['African'],[],[]
Cafe Two o Two,"Amagerbrogade 202, Copenhagen 2300 Denmark",3.0,8,,[],[],[]
Chinos,"Kalvebod Brygge 59 Fisketorvet, Copenhagen 1560 Denmark",2.5,4,,[],[],[]
Lagkagehuset,"Vaernedamsvej 1, Frederiksberg, Copenhagen 1819 Denmark",2.0,1,,['Cafe'],[],[]
Poonchai 2 Thai Restaurant,"Amager Boulevard 128 B, Copenhagen 2300 Denmark",2.0,1,$$ - $$$,['Thai'],[],[]
Lazio Italiano,"Gasvaerksvej 3, Copenhagen Denmark",2.5,4,$$ - $$$,"['Italian', 'Pizza']",[],[]
Mama Rosa Copenhagen,"Oestergade 57, Copenhagen 1100 Denmark",3.0,677,$$ - $$$,"['Italian', 'Pizza', 'International']",[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.0)]"
Burger Palace,"Vesterbrogade 85, Copenhagen 1620 Denmark",3.0,27,$,"['American', 'Pizza']",[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.0)]"
Kageværket,"Falkoner Alle 33, Frederiksberg, Copenhagen 2000 Denmark",2.5,4,,['Cafe'],[],[]
Olioli,"Amagerbrogade 146, Copenhagen 2300 Denmark",2.5,2,$$ - $$$,[],[],[]
VACA - Mexican Finger Food,"Trianglen 4, Copenhagen 2100 Denmark",3.0,16,$,['Mexican'],[],[]
Mat 99,"Kronprinsensgade 6, Copenhagen 1114 Denmark",2.5,10,$$ - $$$,"['European', 'Scandinavian']",[],[]
Akiba Sushi & Wok,"Rolighedsvej 10, Frederiksberg, Copenhagen 1958 Denmark",3.0,21,$$ - $$$,[],[],"[('Food', 2.5), ('Service', 2.5), ('Value', 2.5)]"
Venus Pizzeria,"Soendre Fasanvej 70, Frederiksberg, Copenhagen 2000 Denmark",3.0,20,$$ - $$$,"['Indian', 'Pizza', 'Pakistani']",[],"[('Food', 2.5), ('Service', 2.5), ('Value', 3.0)]"
Popl,"Strandgade 108, Copenhagen 1401 Denmark",2.5,11,$$ - $$$,"['American', 'European', 'Diner']",[],[]
Okawari Sushi,"Finsensvej 16, Frederiksberg, Copenhagen 2000 Denmark",2.5,5,,['Sushi'],[],[]
Guldgrillen,"Nansensgade 35, Copenhagen Denmark",3.0,57,$,"['Bar', 'European', 'Danish']","['#172 of 177 Bar in Copenhagen', '#1,866 of 1,971 Restaurants in Copenhagen']","[('Food', 2.5), ('Service', 2.5), ('Value', 2.0)]"
Brod Vaerten,"Griffenfeldsgade 56, Copenhagen 2200 Denmark",2.5,3,,['Cafe'],[],[]
Thaiboksen,"Peter Bangs Vej 108, Frederiksberg, Copenhagen 2000 Denmark",2.0,2,,[],[],[]
Letz Sushi Norrebro,"Elmegade 23, Copenhagen 2200 Denmark",3.0,12,$$ - $$$,"['Japanese', 'Seafood', 'Sushi']",[],"[('Food', 4.5), ('Service', 3.5), ('Value', 3.0)]"
Wan Hao,"Amagerbrogade 160, Copenhagen 2300 Denmark",3.0,21,$,['Chinese'],[],"[('Food', 3.0), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 3.0)]"
Mama Rosa,"Nordre Fasanvej 153, Frederiksberg, Copenhagen 2000 Denmark",2.5,15,,"['Italian', 'Pizza']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 2.5)]"
Punjabi,"Strandboulevarden 168, Copenhagen Denmark",2.0,2,,['Indian'],[],[]
Mät Copenhagen,"Nytorv 5, Copenhagen 1450 Denmark",3.0,190,$$ - $$$,"['Bar', 'European', 'Danish']",[],"[('Food', 3.0), ('Service', 2.5), ('Value', 3.0)]"
Dāna,"Frederiksborggade 21 Torvehallerne, Copenhagen 1360 Denmark",2.5,3,$,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",[],[]
Gastronomia Italiana Dieci,"Soender Boulevard 40, Copenhagen 1720 Denmark",1.0,1,,['Pizza'],[],[]
Mamma's,"Regnbuepladsen 3/5, Copenhagen 1550 Denmark",2.5,30,$$ - $$$,['Italian'],[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Kujaku,"Noerregade 28, Copenhagen 1165 Denmark",1.0,1,,['Sushi'],[],[]
Restaurant Kongen,"Gammel Kongevej 86A, Copenhagen 1850 Denmark",2.5,3,,[],[],[]
Den Franske Cafe,"Sortedam Dossering 101, Copenhagen 2100 Denmark",3.0,117,$$ - $$$,"['Cafe', 'European', 'Danish']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 4.0)]"
Thai2You,"Elmegade, Copenhagen Denmark",2.5,14,$,['Thai'],[],[]
Teglvaerket,"Teglholmsgade 27, Copenhagen 2450 Denmark",2.5,8,$,"['Bar', 'Pub']",[],"[('Food', 2.5), ('Service', 2.0), ('Value', 2.5)]"
Restaurant Babylon,"Gyldenloevesgade 24, Copenhagen 1369 Denmark",2.5,6,$$ - $$$,[],[],[]
Pizzaport Femøren,"Engvej 149, Copenhagen 2300 Denmark",2.5,10,$,"['Italian', 'Pizza', 'Grill']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0)]"
Salonen,"Oesterbrogade 222, Copenhagen 2100 Denmark",4.5,6,$$ - $$$,"['European', 'Danish']",[],[]
Fars Dreng,"Ny Adelgade 7, Copenhagen 1104 Denmark",2.5,7,$$ - $$$,"['European', 'Danish']",[],[]
Eros,"Klosterstraede 20, Copenhagen 1157 Denmark",3.5,270,$$ - $$$,"['International', 'European', 'Vegetarian Friendly']",[],"[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 3.0)]"
Medina,"Frederikssundsvej 31, Copenhagen 2400 Denmark",2.5,14,$,['Turkish'],[],"[('Food', 2.5), ('Service', 2.5), ('Value', 3.0)]"
Strand Pizza,"Strandboulevarden 72, Copenhagen 2100 Denmark",2.5,4,,[],[],[]
Præg Kaffebar,"Noerrebrogade 44, Copenhagen 2200 Denmark",1.0,1,,['Cafe'],[],[]
Columbia Chicken & Burger,"Amagerbrogade 171, Copenhagen 2300 Denmark",2.0,2,,[],[],[]
Cafe´Clouseau,"Rolighedsvej 15, Copenhagen Denmark",2.5,4,,[],[],[]
Fuji sushi,"Pile Alle 21, Frederiksberg, Copenhagen 2000 Denmark",2.5,25,$$ - $$$,"['Japanese', 'Sushi']",[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0)]"
Hennings Corner,"Amagerbrogade 150, Copenhagen 2300 Denmark",1.0,1,,[],[],[]
Banana,"Jaegersborggade 27, Copenhagen 2200 Denmark",2.0,2,$,"['European', 'Danish', 'Hawaiian']",[],[]
Ciao Italian Quality  Food,"Gothersgade 8g Baron Boltens Court, Copenhagen 1123 Denmark",5.0,2,$$ - $$$,"['Italian', 'Tuscan', 'Lazio']",[],[]
Cafe Ultimo,"Vesterbrogade 3, Copenhagen 1620 Denmark",2.5,46,$$$$,"['Italian', 'Pizza', 'European']",[],"[('Food', 3.0), ('Service', 2.5), ('Value', 2.5), ('Atmosphere', 3.0)]"
Kødbyens Rosebar - Copenhagen Meatpacking District,"Kodboderne 1, Copenhagen Denmark",2.0,2,,"['Bar', 'Pub']",[],[]
MammaMia,"Fields shopping centre, Arne Jacobsens Alle 12, 2300 Kobenhavn S, Denmark, Copenhagen 2300 Denmark",2.5,24,$$ - $$$,[],[],[]
La Sirene,"Nyhavn 51, Copenhagen 1051 Denmark",3.0,379,$$ - $$$,"['Italian', 'Pizza', 'European']",[],"[('Food', 3.5), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.5)]"
McDonald's,"Noerre Voldgade 82, Copenhagen 1358 Denmark",1.0,1,,[],[],[]
Restaurant Shish,"Amagerbrogade 80, Copenhagen 2300 Denmark",1.0,1,,['Turkish'],[],[]
Cafe casa denmark,"Rosengarden 13, Copenhagen Denmark",3.0,22,$,['Cafe'],[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.5)]"
The American Restaurant & Diner,"Arne Jacobsens Alle 12 Field's Shoppingcenter, Copenhagen 2300 Denmark",2.5,139,$$ - $$$,['American'],[],"[('Food', 3.0), ('Service', 3.0), ('Value', 3.0), ('Atmosphere', 3.0)]"
Esperia,"Kastrupvej 99, Copenhagen 2300 Denmark",1.0,1,,"['Italian', 'Mexican', 'American', 'Pizza']",[],[]
Burger King,"Ellebjergvej 142 Valby, Copenhagen 2450 Denmark",2.0,3,,[],[],[]
